,B5_baseline,B6_baseline,B7_baseline,D3_baseline,D4_baseline,D5_baseline,D7_baseline,D8_baseline,D9_baseline
B5_agent,0.739956657415105,1.1586989125363336,1.1956213602956371,1.3725985524743591,1.49579194001972,1.7124386060376102,1.9238040313191453,1.1051194896841252,0.7927823407435816
B6_agent,1.2933770726855411,0.7480195193266009,1.2234659690460175,1.1476703902498255,1.1200340723823037,1.21536905705689,1.2123461910410644,1.2824779615944786,1.1909782816341488
B7_agent,1.023357359245533,1.1249098059036027,0.7846680044472965,1.2439242416598797,1.4830755777778004,1.3222803482030496,1.3016713230778376,1.1433221450859845,1.0726916386680163
D3_agent,1.0858504053898697,0.996095363131863,1.1350718929629042,0.7117994060593141,1.0634331612961876,1.1000439971890799,1.1443690804215543,0.8759755789782145,0.9798262555027398
D4_agent,1.1524904995496699,0.9830525870363785,0.9599617465175154,0.8882528704288669,0.7400926381638205,1.007532808667353,0.9792796063697539,0.8562629802843205,1.2201290582346045
D5_agent,1.2779677367851856,1.330423657919887,1.2306137885837964,1.3995981289787824,1.0229198227592913,0.702332901496384,1.0554338114116075,1.1289461433046506,1.1196091798640673
D7_agent,1.3142952255384612,1.019290472826546,1.0576641811943581,1.0505227602876805,1.0192860135379254,1.0824368659532693,1.0160265875782755,1.198937459676367,1.3060759469347634
D8_agent,2.0563470199512457,0.9391391435685875,0.8548988499008384,0.8147905308929977,0.6072368661073356,0.7019575467063189,0.6768421815028808,0.605734800412226,0.9090994348981766
D9_agent,0.8981537842496412,0.8311932959674937,1.1565445100100127,0.9756152714933758,1.02025182545063,1.0725044412445506,1.0320429361285164,1.0425646433317917,0.6813972911285285
